Survey,Name,Filepath,type,noise
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0087/KMTA14_I.pysis,exo,5
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0087/KMTC15_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0087/KMTC14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTA43_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTS43_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTC03_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTS03_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTC43_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1025/KMTA03_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0029/KMTS14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0029/KMTA14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0029/KMTC14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0030/KMTS14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0030/KMTA14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0030/KMTC14_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTA42_I.pysis,exo,4
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTC02_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTS42_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTC42_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTS02_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0885/KMTA02_I.pysis,exo,4
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTC01_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTS41_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTA41_I.pysis,exo,4
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTA01_I.pysis,exo,4
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTC41_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-0748/KMTS01_I.pysis,exo,3
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1292/KMTC13_I.pysis,exo,5
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1292/KMTS13_I.pysis,exo,5
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1292/KMTA13_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1988/KMTC37_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1988/KMTA37_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1988/KMTS37_I.pysis,exo,1
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1976/KMTC37_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1976/KMTA37_I.pysis,exo,2
KMT,KMT-KMT-2018,Exodata/LightCurves/KMT/2018/blg-1976/KMTS37_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0414/KMTA38_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0414/KMTS38_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0414/KMTC38_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1339/KMTC19_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1339/KMTA19_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1339/KMTS19_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTA43_I.pysis,exo,5
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTS43_I.pysis,exo,4
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTC03_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTS03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTC43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1552/KMTA03_I.pysis,exo,4
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTA43_I.pysis,exo,4
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTS43_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTC03_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTS03_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTC43_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1042/KMTA03_I.pysis,exo,4
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0298/KMTS15_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0298/KMTA15_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0298/KMTC15_I.pysis,exo,1
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTA42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTC02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTS42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTC42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTS02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1953/KMTA02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTA42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTA43_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTS43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTC02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTS42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTC03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTS03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTC42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTS02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTC43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTA02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0953/KMTA03_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTA43_I.pysis,exo,4
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTS43_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTC03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTS03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTC43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1715/KMTA03_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTA43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTS43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTC03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTS03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTC43_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0297/KMTA03_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1806/KMTS04_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1806/KMTA04_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1806/KMTC04_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTA42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTC02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTS42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTC42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTS02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-2974/KMTA02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTA42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTC02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTS42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTC42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTS02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0253/KMTA02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0335/KMTC11_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0335/KMTA11_I.pysis,exo,5
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0335/KMTS11_I.pysis,exo,5
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1367/KMTS33_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1367/KMTA33_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1367/KMTC33_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTA42_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTC02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTS42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTC42_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTS02_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0842/KMTA02_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTC01_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTS41_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTA41_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTA01_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTC41_I.pysis,exo,2
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-0371/KMTS01_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1216/KMTA21_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1216/KMTS21_I.pysis,exo,3
KMT,KMT-KMT-2019,Exodata/LightCurves/KMT/2019/blg-1216/KMTC21_I.pysis,exo,3
KMT,KMT-KMT-2020,Exodata/LightCurves/KMT/2020/blg-0414/KMTS32_I.pysis,exo,5
KMT,KMT-KMT-2020,Exodata/LightCurves/KMT/2020/blg-0414/KMTA32_I.pysis,exo,3
KMT,KMT-KMT-2020,Exodata/LightCurves/KMT/2020/blg-0414/KMTC32_I.pysis,exo,5
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0322/KMTS04_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0322/KMTA04_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0322/KMTC04_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0912/KMTC34_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0912/KMTS34_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0912/KMTA34_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTA42_I.pysis,exo,5
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTC02_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTS42_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTC42_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTS02_I.pysis,exo,4
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1253/KMTA02_I.pysis,exo,4
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTA42_I.pysis,exo,4
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTC01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTS42_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTA01_I.pysis,exo,5
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTC42_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1689/KMTS01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTA42_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTC01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTS42_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTA01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTC42_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0171/KMTS01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1898/KMTC18_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1898/KMTA18_I.pysis,exo,4
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-1898/KMTS18_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0320/KMTC01_I.pysis,exo,2
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0320/KMTS41_I.pysis,exo,3
KMT,KMT-KMT-2021,Exodata/LightCurves/KMT/2021/blg-0320/KMTA41_I.pysis,exo,3
